timestamp,j0,j1,j2,j3,j4,j5,d0,d1,d2,d3,d4,d5
0.06345391273498535,-0.03490658503988659,-0.12217304763960307,0.03490658503988659,0.0,0.0,0.0,-0.03490658503988659,-0.12217304763960307,0.03490658503988659,0.0,0.0,0.0
0.2684478759765625,-0.017453292519943295,-0.12217304763960307,0.017453292519943295,-0.017453292519943295,0.0,0.0,0.017453292519943295,0.0,-0.017453292519943295,-0.017453292519943295,0.0,0.0
0.3666074275970459,-0.03490658503988659,-0.12217304763960307,0.03490658503988659,0.0,0.0,0.0,-0.017453292519943295,0.0,0.017453292519943295,0.017453292519943295,0.0,0.0
0.4651362895965576,-0.03490658503988659,-0.12217304763960307,0.03490658503988659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5491490364074707,-0.03490658503988659,-0.12217304763960307,0.017453292519943295,-0.017453292519943295,0.0,0.0,0.0,0.0,-0.017453292519943295,-0.017453292519943295,0.0,0.0
0.6672227382659912,-0.03490658503988659,-0.12217304763960307,0.017453292519943295,-0.017453292519943295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7628755569458008,-0.03490658503988659,-0.12217304763960307,-0.0,-0.03490658503988659,0.0,0.0,0.0,0.0,-0.017453292519943295,-0.017453292519943295,0.0,0.0
0.8439981937408447,-0.03490658503988659,-0.12217304763960307,-0.0,-0.03490658503988659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9277322292327881,-0.017453292519943295,-0.12217304763960307,0.017453292519943295,-0.03490658503988659,0.0,0.0,0.017453292519943295,0.0,0.017453292519943295,0.0,0.0,0.0
1.0138981342315674,-0.017453292519943295,-0.12217304763960307,0.017453292519943295,-0.03490658503988659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0973989963531494,-0.017453292519943295,-0.12217304763960307,0.017453292519943295,-0.03490658503988659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1805500984191895,-0.03490658503988659,-0.12217304763960307,-0.0,-0.03490658503988659,0.0,0.0,-0.017453292519943295,0.0,-0.017453292519943295,0.0,0.0,0.0
1.2677533626556396,-0.03490658503988659,-0.12217304763960307,-0.0,-0.03490658503988659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3507845401763916,-0.017453292519943295,-0.12217304763960307,0.017453292519943295,-0.05235987755982989,0.0,0.0,0.017453292519943295,0.0,0.017453292519943295,-0.0174532925199433,0.0,0.0
1.4338064193725586,-0.017453292519943295,-0.12217304763960307,0.017453292519943295,-0.05235987755982989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
