timestamp,j0,j1,j2,j3,j4,j5,d0,d1,d2,d3,d4,d5
0.07027745246887207,-0.05235987755982989,-0.05235987755982989,0.06981317007977318,0.08726646259971647,0.0,0.0,-0.05235987755982989,-0.05235987755982989,0.06981317007977318,0.08726646259971647,0.0,0.0
0.26976943016052246,-0.05235987755982989,-0.05235987755982989,0.06981317007977318,0.08726646259971647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36684679985046387,-0.05235987755982989,-0.05235987755982989,0.06981317007977318,0.08726646259971647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4493837356567383,-0.05235987755982989,-0.05235987755982989,0.06981317007977318,0.08726646259971647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5379672050476074,-0.05235987755982989,-0.05235987755982989,0.06981317007977318,0.08726646259971647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.618610143661499,-0.05235987755982989,-0.05235987755982989,0.06981317007977318,0.08726646259971647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7021384239196777,-0.05235987755982989,-0.05235987755982989,0.05235987755982989,0.08726646259971647,0.0,0.0,0.0,0.0,-0.017453292519943292,0.0,0.0,0.0
0.7882614135742188,-0.05235987755982989,-0.05235987755982989,0.05235987755982989,0.08726646259971647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.873265266418457,-0.05235987755982989,-0.05235987755982989,0.05235987755982989,0.08726646259971647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9539291858673096,-0.05235987755982989,-0.05235987755982989,0.05235987755982989,0.06981317007977318,0.0,0.0,0.0,0.0,0.0,-0.017453292519943292,0.0,0.0
1.037536859512329,-0.05235987755982989,-0.05235987755982989,0.05235987755982989,0.06981317007977318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1227211952209473,-0.05235987755982989,-0.05235987755982989,0.06981317007977318,0.08726646259971647,0.0,0.0,0.0,0.0,0.017453292519943292,0.017453292519943292,0.0,0.0
1.207756519317627,-0.05235987755982989,-0.05235987755982989,0.06981317007977318,0.08726646259971647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.291445255279541,-0.05235987755982989,-0.05235987755982989,0.06981317007977318,0.08726646259971647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
